,紧急程度,问题汇总,问题汇总_jieba,jieba,0
291,重要,苏州市立医院的C6DC指标自1月初出现C6DC大量超出截断值的样本，数据分析发现为C6DC响应值下降不多，但C5DCIS响应下降较多，导致C6DC浓度变高，同时TIC1-3近期响应都下降XevoTQD图形存在后半段向下走的趋势,苏州市 立 医院 C6DC 指标 月初 出现 C6DC 大量 超出 截断值 样本 数据分析 发现 C6DC 响应值 下降 C5DCIS 响应 下降 导致 C6DC 浓度 变高 TIC1 - 近期 响应 下降 XevoTQD 图形 存在 后半段 向下 走 趋势 ,苏州市 立 医院 C6DC 指标 月初 出现 C6DC 大量 超出 截断值 样本 数据分析 发现 C6DC 响应值 下降 C5DCIS 响应 下降 导致 C6DC 浓度 变高 TIC1 - 近期 响应 下降 XevoTQD 图形 存在 后半段 向下 走 趋势 . 周三 现场 检查 发现 毛细管 探头 歪掉 王棋 反馈 包装 问题 拆 毛细管 顺直 尖端 调换 方向 重装 图形 恢复正常 . 次日 发现 后面 几块 板 图形 变成 之前 下坡 状 响应 降低 6e6 调整 离子 能量 - 2.0 - 1.8 图形 响应 均 恢复 （ 9e6 ） . 上机 完 锥 孔同 TQD 一起 打磨 超声 装回进 PEG 发现 MS1 MS2 质量数 分辨率 偏离 严重 半峰 宽 质量数 左 Engineer 调整 进行 Intellistart 分辨率 质量数 恢复正常 之后 进 内标 进行 采集 参数 调整 . 上机 测试 复溶板 响应 - 9e6 指标 重现 性 . 上机 测试 块 新板 响应 - 9e6 图形 不再 走下坡 ,0.5900581166094858
292,重要,近两周的实验质控呈现高低不同的状态，且第三板质控都偏高；近期产筛实验HCG质控CV偏大，且基本呈现第三块板会偏高的样子,近 两周 实验 质控 呈现 高低 不同 状态 第三 板 质控 偏高 近期 产筛实验 HCG 质控 CV 偏大 基本 呈现 第三块 板会 偏高 样子 ,近 两周 实验 质控 呈现 高低 不同 状态 第三 板 质控 偏高 近期 产筛实验 HCG 质控 CV 偏大 基本 呈现 第三块 板会 偏高 样子 . 检测 一条 EU EU 计 数值 98 万 CV = 0.4% 属于 正常 . 检测 SM 计 数值 10.5 万 属于 正常 . 加样针 准确度 测试 加样枪 准确度 测试 均 . 清洁 消毒 洗板机 . 后续 进行 一次 实验 情况 依旧 存在 . 第二天 排查 新筛 质控 问题 时 发现 产筛 1235 整板 检测 时 存在 前高后 低 情况 整板 CV 超过 1% . 初步 怀疑 检测模块 坐标 异常 下次 携带 校准 工具 进行 校准 ,0.5715964034931118
293,重要,整板铕标检测结果发现两台仪器均出现A1比H12检测值高5%的情况，需上门排查故障原因；上周发现整板检测铕标时前后相差较大，需要校准,整板 铕标 检测 发现 两台 仪器 均 出现 A1 H12 检测值 高 5% 情况 需 上门 排查 故障 原因 上周 发现 整板 检测 铕标 时 相差 较大 需要 校准 ,"整板 铕标 检测 发现 两台 仪器 均 出现 A1 H12 检测值 高 5% 情况 需 上门 排查 故障 原因 上周 发现 整板 检测 铕标 时 相差 较大 需要 校准 . 检测模块 校准 使用 铕标 检测 整板 相差 导致 前面 问题 应该 确定 X , Y 坐标 问题 . 跟进 实验 使用 温度传感器 时时 检测 仪器 室内 温度 均 无太大 变化 . 使用 24 孔 做 相同 标准品 检测 发现 该点 低 对应 洗板机 洗 孔 会 低 怀疑 洗板机 问题 前面 消毒 没用 客户 希望 更换 一个 洗板机 试试 洗板机 问题 订购 新 洗板 头 . 联系 仓库 寄 一个 旧 洗板 头 客户 自行 更换 验证 后续 跟进 确定 是否 更换 洗板 头 ",0.7006248693607496
294,重要,整板铕标检测结果发现两台仪器均出现A1比H12检测值高5%的情况，需上门排查故障原因；前一周发现整板检测铕标前后孔结果相差较大；,整板 铕标 检测 发现 两台 仪器 均 出现 A1 H12 检测值 高 5% 情况 需 上门 排查 故障 原因 前 一周 发现 整板 检测 铕标 孔 相差 较大 ,整板 铕标 检测 发现 两台 仪器 均 出现 A1 H12 检测值 高 5% 情况 需 上门 排查 故障 原因 前 一周 发现 整板 检测 铕标 孔 相差 较大 . 使用 校准 板 校准 重新 检测 整板 铕标 发现 CV 更大 每板 达到 大于 4% CV . 反复 校准 效果 CV 依旧 很大 . 使用 手动 修改 eeprom 里面 坐标 参数 修改 一个 值后 使用 检测模块 检测 . 重复 多次 仪器 达到 一个 目前 能够 达到 状态 CV = 1% 左右 . 监测仪器 内外 温度 温度 均 正常 . 客户 蒋 主任 流程 做 实验 好转 目前 质控 南京 相差 不再 出现 偏高 情况 ,0.5989867022539394
295,无要求,1.仪器底部控制盒异响；2.有些很好的核型选不到，需要调整分类器；3.安装与lis对接的接口；1.底部控制盒风扇异常，已更换414f风扇2.外周血分类器训练：删掉分类器库中绿旗内效果不好的核型图，并重新加入新的室内图片，并优化外周血和羊水分类器的排序3.注：d盘下aiishared文件夹被设置只读模式，且更改无效，后期调整需要注意。,. 仪器 底部 控制 盒异响 . 核型 选 不到 需要 调整 分类器 . 安装 lis 对接 接口 . 底部 控制 盒 风扇 异常 更换 414f 风扇 . 外周血 分类器 训练 删掉 分类器 库中 绿旗 效果 不好 核型 图 重新加入 新 室内 图片 优化 外周血 羊水 分类器 排序 . 注 d 盘下 aiishared 文件夹 设置 只读 模式 更改 无效 后期 调整 需要 注意 ,. 仪器 底部 控制 盒异响 . 核型 选 不到 需要 调整 分类器 . 安装 lis 对接 接口 . 底部 控制 盒 风扇 异常 更换 414f 风扇 . 外周血 分类器 训练 删掉 分类器 库中 绿旗 效果 不好 核型 图 重新加入 新 室内 图片 优化 外周血 羊水 分类器 排序 . 注 d 盘下 aiishared 文件夹 设置 只读 模式 更改 无效 后期 调整 需要 注意 lis 系统 对接 报告 需 拷贝 lis 工程师 病人 信息 模板 继续 讨论 实现 功能 威海 妇幼 打印报告 模板 三种 需 lis 方面 确认 是否 满足 现有 打印 需求 ,0.5515208860886671
296,无要求,GSPEu计数值偏低需校准&HV气密性不通过,GSPEu 计 数值 偏低 需 校准 & HV 气密性 ,GSPEu 计 数值 偏低 需 校准 & HV 气密性 . 机器 Eu 定标 液 测量 数值 偏低 . 校准 Eu 测量 正常 . Pku 半年 维护 包 内容 测试 数值 154000 正常 . Eucrosstalk 测试通过 . Hv 枪 气密性 偏高 重新 维护 枪 螺纹 杆 压力 传感器 清理 润滑 正常 . 上机 实验 正常 完成 维修 P9 维护 . 清理 导杆 传感器 . 打孔 头 维护 . 内部 灰尘 清理 . 机械 测试 正常 . 测试 打孔 正常 完成 维护 ,0.5141206636255119
297,无要求,LV枪还存在误报试剂量低的问题厂家更换LV注射器，做气密性检查，原注射器活塞手动推拉时，松紧度不一致。,LV 枪 存在 误报 试剂 量 低 问题 厂家 更换 LV 注射器 做 气密性 检查 原 注射器 活塞 手动 推拉 时 松紧度 一致 ,LV 枪 存在 误报 试剂 量 低 问题 厂家 更换 LV 注射器 做 气密性 检查 原 注射器 活塞 手动 推拉 时 松紧度 一致 主要 厂家 工程师 排查 处理 故障 个人 跟随 学习 ,0.6655314250854731
298,无要求,超声波清洗仪电源键亮灯，但是不工作，保险丝烧坏，更换保险丝后又烧坏,超声波 清洗 仪 电源 键 亮灯 工作 保险丝 烧坏 更换 保险丝 烧坏 ,超声波 清洗 仪 电源 键 亮灯 工作 保险丝 烧坏 更换 保险丝 烧坏 18 年 12 月 日报 修 暂时 超声波 仪器 18 年 12 月 日 联系 厂家 寄送 维修 销售 沟通 维修 费用 18 年 12 月 25 日 厂家 修复 寄回 总费用 450 公司 承担 ,0.5266852775508429
299,无要求,120设备在取架时，偶尔会有卡住的情况。subX内垫片变形,120 设备 取架时 偶尔 会 卡住 情况 subX 垫片 变形 ,120 设备 取架时 偶尔 会 卡住 情况 subX 垫片 变形 subX 内螺纹 杆 顶部 垫片 变形 调整 清洁 载物台 重新 校准 GSL 显微镜 ( 未找到 校准 玻片 无法 校准 显微镜 ) 未 解决问题 建议 更换 subX 电路板 更换 SubX 加油 臂 漏油 情况 较为 严重 导致 下方 聚光镜 无法 正常 移动 GSl 下册 门闩 掉落 ,0.7500245343427939
300,无要求,温州中心医院CMA扫描仪反映门经常显示unlocked或open状态，另外经常报internalerror扫描仪autoloader门关不上,温州 中心医院 CMA 扫描仪 反映 门 经常 显示 unlocked open 状态 经常 报 internalerror 扫描仪 autoloader 门 关不上 ,温州 中心医院 CMA 扫描仪 反映 门 经常 显示 unlocked open 状态 经常 报 internalerror 扫描仪 autoloader 门 关不上 . 检查 警告 窗口 存在 报错 autoloader 门 异常 打开 某张 芯片 条码 未能 读出 提示 做 洗涤 工作站 消毒 实验员 了解 情况 上周 实验 时 autoloader 门 关不上 导致 无法 实验 . 检查 autoloader 门 推测 磁铁 松动 导致 传感器 无法 检测 门 关闭 状态 拆下 autoloader 重新 调整 位置 调整 门 位置 serviceapp R / T 界面 确认 门 开关 状态 正常 . 运行 autoloader 芯片 加载 测试 inventory 测试 正常 检查 FCD 线性 弧度 正常 回到 AMDS 界面 查看 autoloader 门 状态 正常 手动 扫描 测试 正常 ,0.6676241083101342
301,无要求,有异响发出。CDS5工作时有异响,异响 发出 CDS5 工作 时有 异响 ,异响 发出 CDS5 工作 时有 异响 风扇 外壳 下面 垫纸 上胶 固定 外壳 反应 120 分类器 不大好 调整 分类器 ,0.4562786566727306
302,重要,芯片维护+洗涤工作站报错“missingfluid”洗涤过程中报液体missing。,芯片 维护 + 洗涤 工作站 报错 missingfluid 洗涤 过程中 报 液体 missing ,芯片 维护 + 洗涤 工作站 报错 missingfluid 洗涤 过程中 报 液体 missing 做 关机 清洗 号 管路 吸 液体 时有 气泡 产生 检查 发现 号针 管路 直接 连接 松动 导致 问题解决 更换 密封 块 6S 整理 线路 ,0.7248169798328369
303,无要求,1420电脑老化更换电脑主机,1420 电脑 老化 更换 电脑主机 ,1420 电脑 老化 更换 电脑主机 xp 更换 成 win7 系统 需要 注意 ROG 卡 选址 开关 关闭 终端 跳线 去除 ,0.4724949741372235
304,无要求,客户反映之前打孔时仪器突然无法识别血卡，远程判断是仪器故障，需要上门。放置血卡时，不能在血斑上自动生成可打孔的绿色的打孔圈。,客户 反映 之前 打孔 时 仪器 突然 无法 识别 血卡 远程 判断 仪器 故障 需要 上门 放置 血卡时 不能 血斑 自动 生成 打孔 绿色 打孔 圈 ,客户 反映 之前 打孔 时 仪器 突然 无法 识别 血卡 远程 判断 仪器 故障 需要 上门 放置 血卡时 不能 血斑 自动 生成 打孔 绿色 打孔 圈 清洁 摄像头 拔 插 视频 线缆 重启 系统软件 无法 恢复 检查 打孔 软件 相关 配置 异常 进入 service 进行 camera 参数 检查 触摸屏 下方 LED 灯 灰尘 较大 清洗 清洁 备份 config 重装 软件 恢复正常 打孔 测试 正常 一次 实验 打孔 正常 ,0.7678016357505831
305,无要求,宿州妇幼P9再次发生无法识别血卡的情况，需上门找出根本原因；17OPH项目质控条码规则为纯数字，与样本ID号会产生冲突,宿州 妇幼 P9 再次发生 无法 识别 血卡 情况 需 上门 找出 根本原因 17OPH 项目 质控 条码 规则 纯 数字 样本 ID 号会 产生 冲突 ,宿州 妇幼 P9 再次发生 无法 识别 血卡 情况 需 上门 找出 根本原因 17OPH 项目 质控 条码 规则 纯 数字 样本 ID 号会 产生 冲突 检查 摄像头 对焦 正常 血斑 识别 正常 重新 校准 打孔 坐标 查看 log 发现 出 问题 时 样本 血卡 判定 17OPH 项目 质控 检查 该项 目的 质控 条码 规则 发现 设置 171 这样的话 会 自动 累加 样本 ID 号 产生 冲突 修改 17OPH 项目 条码 规则 测试 打孔 恢复正常 ,0.6480916213719019
306,无要求,airdryer模块TIA传感器损坏，需更换。宿州市妇幼保健院GSP更换Tia温度传感器,airdryer 模块 TIA 传感器 损坏 需 更换 宿州市 妇幼保健 院 GSP 更换 Tia 温度传感器 ,airdryer 模块 TIA 传感器 损坏 需 更换 宿州市 妇幼保健 院 GSP 更换 Tia 温度传感器 EventLog AirDryerDrive 持续 报错 Sensorisoutofrange Coolsideheatsink = 125.9 ℃ 检查 AirDryerDrive 内部 异常 正常 确定 TIA 温度传感器 故障 反馈 温度 异常 关机 取下 Airdry 更换 TIA 温度传感器 开机 温度 反馈 正常 EventLog 报错 消失 注 设备 厂家 保 Tia PE 邮件 到达 现场 ,0.7033507249760347
307,重要,自动打孔仪扫码异常，需要工程师校准打孔仪A仪器微孔板条码扫描异常,自动 打孔 仪扫码 异常 需要 工程师 校准 打孔 仪 A 仪器 微孔 板 条码 扫描 异常 ,自动 打孔 仪扫码 异常 需要 工程师 校准 打孔 仪 A 仪器 微孔 板 条码 扫描 异常 清洁 扫 码器 镜面 重新 校准 打孔 坐标 重新 校准 条码 扫描 坐标 执行 条码 扫描 测试 重复 测 30 次 正常 打孔 测试 确认 依稀 工作 恢复正常 ,0.5701772906355256
308,重要,仪器温度异常上升，影响使用，需上门解决；1，BOBS仪器温度一直上升问题2，吸不到鞘液问题。,仪器 温度 异常 上升 影响 使用 需 上门 解决 BOBS 仪器 温度 一直 上升 问题 吸 不到 鞘液 问题 ,仪器 温度 异常 上升 影响 使用 需 上门 解决 BOBS 仪器 温度 一直 上升 问题 吸 不到 鞘液 问题 还原 当时 环境 发现 仪器 温度 一直 上升 检查 发现 LX200 排热 风扇 被线 卡住 重新 布局 问题解决 一个 问题 检测 不到 微球 检测 发现 PEEK 堵住 酒精 做 多次 消毒 管路 结晶 冲开 问题解决 后续 使用 84 消毒液 建议 一定 过滤 使用 ,0.6238545424443515
309,无要求,P9摄像头对焦调整不当；,P9 摄像头 对焦 调整 不当 ,P9 摄像头 对焦 调整 不当 深度 清洁 打孔 头 组件 条码 读取 情况 调整 摄像头 对焦 测试 血卡 条码 读取 速度 恢复正常 ,0.5814031526024569
310,无要求,客户反映P9条码识别很慢标准版、质控品血卡上的条码识别比较困难,客户 反映 P9 条码 识别 慢 标准版 质控 品血卡 条码 识别 比较 困难 ,客户 反映 P9 条码 识别 慢 标准版 质控 品血卡 条码 识别 比较 困难 进行 打孔 时血卡 条码 识别 测试 发现 识别 比较 快 存在 客服 反映 需要 反复 尝试 久 识别 情况 怀疑 摄像头 未 固定 紧 导致 震动 会 影响 摄像头 对焦 出现 时好时坏 情况 用力 拧紧 摄像头 固定 环 测试 血卡 条码 读取 顺畅 测试 打孔 正常 ,0.6179037790181433
311,无要求,GSP报错血斑未去除，复查浓度差异很大。1、报血片未去除问题，确定是有一个样本确实没有去除，另一个是连带的警告。因为后面的实验没有异常，先判断是极偶然的情况。2、现场发现试剂仓温控风扇工作存在噪音。,GSP 报错 血斑 未 去除 复查 浓度 差异 很大 报血片 未 去除 问题 确定 一个 样本 确实 没有 去除 一个 连带 警告 后面 实验 没有 异常 先 判断 极 偶然 情况 现场 发现 试剂仓 温控风扇 工作 存在 噪音 ,GSP 报错 血斑 未 去除 复查 浓度 差异 很大 报血片 未 去除 问题 确定 一个 样本 确实 没有 去除 一个 连带 警告 后面 实验 没有 异常 先 判断 极 偶然 情况 现场 发现 试剂仓 温控风扇 工作 存在 噪音 检查 废液 瓶 管路 正常 去血片模块 工作 存在 异常 血片 未 去除 情况 判断 极 偶然 现场 发现 试剂仓 温控风扇 工作 存在 噪音 检查 非常 蚊子 风扇 打死 尸体 堆积 关机 拆除 试剂仓 温控风扇 清洁 重新安装 片 重新 开机 试剂仓 温控风扇 工作 声音 情况 恢复正常 跟踪 一批 实验 仪器 工作 正常 ,0.6868743318226717
312,无要求,按计划对该仪器执行半年度维护工作,按计划 仪器 执行 半年度维护 工作 ,按计划 仪器 执行 半年度维护 工作 维护 手册 1420 系统 执行 半年度维护 发现 以下 情况 洗板机 缓冲 瓶 部分 液体 进行 清空 方面 异常 ,0.3690192174547694
313,无要求,TQD机械泵运回小镇自主维修（设备为在杭州自主维修，不需要回访，不需要回访，不需要回访，不需要回访）机械泵漏油严重,TQD 机械泵 运回 小镇 自主 维修 （ 设备 杭州 自主 维修 需要 回访 需要 回访 需要 回访 需要 回访 ） 机械泵 漏油 严重 ,TQD 机械泵 运回 小镇 自主 维修 （ 设备 杭州 自主 维修 需要 回访 需要 回访 需要 回访 需要 回访 ） 机械泵 漏油 严重 . 徐州 此台 机械泵 型号 960366V2 . 拆掉 两侧 风扇 . 分离 电机 真 空腔 室 拆掉 四根 长 定位 螺杆 （ 拆 装 容易 断 ） . 此泵 漏油 厉害 导致 电机 中存油 很多 . 拆掉 真 空腔 室 另一侧 盖板 . 抽出 转子 吴挺 一起 使用 热风枪 加热 两侧 衬套 先后 两侧 衬套 拉马 取出 加热 新 衬套 趁热 戴手 套装 . 使用 专门 工装 两侧 装入 新 密封 套件 . 分离 真 空腔 室 油箱 更换 连接处 密封圈 擦拭 垫片 装将 真 空腔 室装 回 油箱 . 装回 电机 （ 控油 差不多 ） 装 四根 定位 螺杆 （ 断掉 一根 次日 吴 申旺处 寻得 两根 ） 10 . 更换 进气口 单向阀 垫圈 更换 油雾 过滤器 擦拭 风扇 灰尘 油污 装回 11 . 安装 测试 真空 规 短接 机械泵 两根 连接线 开机 测试 12 . 过夜 测试 机械泵 未 漏油 应该 说 自主 维修 机械泵 成功 ,0.5402188045350987
